Date,Close,High,Low,Open,Volume
2018-01-02,238.56871032714844,238.60422317216177,237.3526594969894,237.7432195270445,86655700
2018-01-03,240.07765197753906,240.22856122570303,238.73731997266512,238.73731997266512,90070400
2018-01-04,241.0895538330078,241.57776736064412,240.13980881317445,240.7256487933215,80636400
2018-01-05,242.69625854492188,242.8205128904225,241.39143893113962,241.88851048987874,83524000
2018-01-08,243.14002990722656,243.299797074382,242.30565413870798,242.59856061182631,57319200
2018-01-09,243.6903533935547,244.32056415777592,243.28202341032363,243.56607198430274,57254000
2018-01-10,243.3175811767578,243.58388692216613,242.2524394602285,242.92702108752002,69574300
2018-01-11,245.09283447265625,245.09283447265625,243.7081313357324,243.8767835077753,62361500
2018-01-12,246.69061279296875,246.85923789385524,245.05734663508144,245.359165249391,90816100
2018-01-16,245.8472900390625,248.61669589931824,245.14605359099684,247.95985727789838,106555100
2018-01-17,248.1905975341797,248.58115750903826,245.84726477338822,246.78815187054025,113258800
2018-01-18,247.77345275878906,248.50128995124373,247.27635423190918,248.07524419729208,100728000
2018-01-19,248.90074157714844,248.90074157714844,247.77345937191492,248.3592722992339,140920100
2018-01-22,250.9246063232422,250.9246063232422,248.63450137794803,248.68778420101106,91322400
2018-01-23,251.4571990966797,251.75010564720588,250.64056599035277,250.968985394642,97084700
2018-01-24,251.3595428466797,252.70876039161573,250.17011959779202,252.10515023754792,134816100
2018-01-25,251.46604919433594,252.32705302488378,250.66718608385347,252.22942654052653,84587300
2018-01-26,254.37742614746094,254.4218239759672,252.0518359260342,252.3092566486058,107743100
2018-01-29,252.69088745117188,254.24424232125992,252.5311203085976,253.8004266440919,90118300
2018-01-30,250.0990753173828,252.74420001168627,249.6197466934919,250.8446825721213,131796400
2018-01-31,250.2233123779297,251.46599105005427,249.14040087328613,250.96006168636444,108364800
2018-02-01,249.9393310546875,251.25303576921453,249.14046791395475,249.48665729168235,90102500
2018-02-02,244.4980926513672,248.7409698799786,244.4625798087836,248.60780349238064,173174800
2018-02-05,234.27261352539062,244.85319465094503,233.72228623971938,242.72288412096648,294681800
2018-02-06,238.88829040527344,239.39424690484842,229.6302995679388,230.73095405400423,355026800
2018-02-07,237.59231567382812,241.7552821397315,237.51240500774438,238.32903783839743,167376100
2018-02-08,228.6805419921875,238.0361869907248,228.64502914211704,237.8941626788107,246449500
2018-02-09,232.11569213867188,233.98858204414182,224.49981044243353,231.49433910639434,283565300
2018-02-12,235.52415466308594,237.00651128580282,232.2576770264992,234.18382234044225,143736000
2018-02-13,236.11004638671875,236.66037373964613,233.72231480318186,234.30815501098655,81223600
2018-02-14,239.29661560058594,239.66054783123016,234.60103654166792,234.60992152653216,120735700
2018-02-15,242.35008239746094,242.35896738275503,238.56876268047353,241.05414769790514,111200300
2018-02-16,242.42105102539062,244.38273634682213,241.6754437389093,241.7198415715176,160420100
2018-02-20,240.90316772460938,242.91810843269,240.10430484519975,241.46237986670465,86369700
2018-02-21,239.70489501953125,243.85014637682096,239.60726854909353,241.34701884428281,98883700
2018-02-22,240.0155792236328,242.36779754597228,239.3409976277185,240.63693217898287,110511300
2018-02-23,243.84127807617188,243.84127807617188,240.77008021376412,241.2494088798543,92766400
2018-02-26,246.6728515625,246.77050513844125,244.3295178887274,244.92421597644287,86491400
2018-02-27,243.59274291992188,247.5782273783491,243.53060220430746,246.8592208332082,99099200
2018-02-28,241.12515258789062,245.15500820261877,240.80561816942864,244.70230735476045,121907800
2018-03-01,237.6189727783203,242.47431835878456,236.10998833332536,240.91207818875353,176855100
2018-03-02,238.84388732910156,239.4119845277363,235.06259531810483,235.9324569070119,139083200
2018-03-05,241.60443115234375,242.22578406597947,237.5390635277635,237.64560206683967,97307400
2018-03-06,242.2168426513672,242.66954329978626,240.70785854887595,242.58963264200526,79213200
2018-03-07,242.12808227539062,242.48312940315304,239.83800527621753,240.03328525974078,87063500
2018-03-08,243.2998504638672,243.42410481391101,241.80863573312544,242.811636783719,66901200
2018-03-09,247.5337677001953,247.5337677001953,244.40042989721923,244.71999129170624,113625300
2018-03-12,247.22314453125,248.45696546291157,246.83258445852022,247.8267546089749,71924800
2018-03-13,245.62542724609375,248.9007901479848,245.01295925056175,248.3948336145683,91968900
2018-03-14,244.36497497558594,246.7793340736711,243.80578980732676,246.59293901758468,105895100
2018-03-15,244.0987091064453,245.52778309188784,243.59275255363437,244.87982930972495,83433000
2018-03-16,244.3633575439453,245.42387169099783,244.30988852786322,244.6307026243558,100343700
2018-03-19,241.05703735351562,244.54157997194224,239.39052288314957,243.60584498814086,109208400
2018-03-20,241.46693420410156,242.10858941559331,240.78070336036149,241.4580136382825,59757300
2018-03-21,241.00369262695312,243.53466043014072,240.7898164510656,241.4225516026453,78709600
2018-03-22,234.97915649414062,239.61330997745875,234.70286365795002,238.7577785523137,148785900
2018-03-23,229.970703125,235.7545229514901,229.77464097500274,235.42478824396247,183534800
2018-03-26,236.26248168945312,236.5476679470679,231.1827340603746,233.60676285638343,141956100
2018-03-27,232.2432403564453,237.7418466129217,230.6747431904653,237.20715639438987,129941400
2018-03-28,231.5570068359375,234.06126625197814,230.4430235641706,232.3769104905751,146452300
2018-03-29,234.51577758789062,236.39619569068927,231.56595174988212,232.70666965222202,111601600
2018-04-02,229.45382690429688,234.49794658583633,226.95850157504108,233.9810431007563,186286300
2018-04-03,232.3947296142578,232.87597801351254,228.89237265696886,230.70148044278557,119956900
2018-04-04,234.88113403320312,235.59407242205498,228.6784830202522,228.81215556855489,123715300
2018-04-05,236.7348175048828,237.62600408992418,235.55844468538268,236.6545867789956,82652600
2018-04-06,231.4589385986328,236.26241927062017,229.92609686499213,234.75633923861545,179521200
2018-04-09,232.5996551513672,236.02180773365023,231.65499972381855,232.92938977460665,105442900
2018-04-10,236.29812622070312,237.09129536487012,234.36426649072305,235.51387764570654,103529000
2018-04-11,235.05938720703125,236.734822372858,234.7296525152826,234.80093547693497,91140200
2018-04-12,236.99319458007812,237.94677056238504,236.21786675783164,236.39611491789208,68890500
2018-04-13,236.29812622070312,238.42807529128953,235.2821876189901,238.3122166795027,85079200
2018-04-16,238.24085998535156,239.01621503658833,237.1179835603485,237.9467804255977,63405300
2018-04-17,240.78968811035156,241.39568841694765,239.50637734529263,240.0232535604824,64682000
2018-04-18,240.96791076660156,241.77886648098513,240.50447641912365,241.23525581564544,57303900
2018-04-19,239.63121032714844,240.5134764774386,238.58850989755615,240.30849374085608,77655900
2018-04-20,237.5992431640625,239.78266118333036,236.70805657609299,239.55986453633798,99953100
2018-04-23,237.56365966796875,238.7400327111241,236.47641073963334,238.17858070430626,65558000
2018-04-24,234.36428833007812,238.8202218333713,232.84926006021453,238.59742515820665,112885500
2018-04-25,234.94349670410156,235.3890899452968,232.46599937093012,234.3018413489063,103840900
2018-04-26,237.33192443847656,238.1696421000027,235.5317371216116,235.97733046511019,67731900
2018-04-27,237.5546417236328,238.24976601931792,236.60998632685178,237.94676591061932,57053600
2018-04-30,235.72775268554688,238.7399674436861,235.65644253444137,238.17851559035964,82182300
2018-05-01,236.14663696289062,236.2535750042558,233.58890855490836,235.1574056865491,74203400
2018-05-02,234.56033325195312,236.77045870115245,234.1682089567356,235.95058222704876,86368900
2018-05-03,234.04344177246094,234.70291121329257,230.86189879459207,233.72262762184855,136311500
2018-05-04,237.0734405517578,237.75967161372552,232.73336632582223,233.06310100382225,91222100
2018-05-07,237.8755645751953,238.85584818212183,237.15367833119768,237.84883006222202,55304900
2018-05-08,237.8755645751953,238.2409271868769,236.29814671919326,237.50125419670985,67499200
2018-05-09,240.17474365234375,240.50447828100098,238.02698108555958,238.5527778173173,59666100
2018-05-10,242.42059326171875,242.75035518188932,240.8164681008527,240.92340615199586,72063900
2018-05-11,243.1602783203125,243.42762343154297,242.02845389010224,242.54535736762475,59871500
2018-05-14,243.27610778808594,244.2563912097252,242.72354929631354,243.5969218831269,54790600
2018-05-15,241.6007537841797,242.0552405712267,240.64717735383783,242.03742662559114,87036100
2018-05-16,242.6166229248047,243.08005734683135,241.60957774999227,241.63633945605298,53942600
2018-05-17,242.4116668701172,243.4989155700788,241.6274183394097,242.34927728316188,56536400
2018-05-18,241.8056640625,242.42950560213743,241.44919483850367,242.0641158085622,64368000
2018-05-21,243.6237030029297,244.16734103045675,242.91076452408663,243.3028888465082,58025900
2018-05-22,242.94638061523438,244.40793978182185,242.61664590485648,244.14948803712366,52966400
2018-05-23,243.6147003173828,243.641462018257,241.50259290896034,241.66302712995292,64694200
2018-05-24,243.11569213867188,243.49000247503696,241.31550500837022,243.2137368064475,76043800
2018-05-25,242.53646850585938,243.16920348306272,242.02848553125355,242.53646850585938,56374800
2018-05-29,239.74703979492188,241.6631129857958,238.62416303015138,240.8966782700742,115908600
2018-05-30,242.94638061523438,243.39197394209273,240.9947068647043,241.06598983038398,69678400
2018-05-31,241.45814514160156,242.83947375350817,240.85214466649816,242.53647351595646,93519900
2018-06-01,243.8286590576172,244.1316592378182,242.6968346702869,242.7681448284852,71258400
2018-06-04,244.9872283935547,245.24568016222813,244.41688302463433,244.65749365258904,45385200
2018-06-05,245.16542053222656,245.54862421395976,244.3455169557035,245.1208448874884,51135000
2018-06-06,247.2151336669922,247.32207169722864,245.15649499437822,245.78033643322965,62732200
2018-06-07,247.1884307861328,247.99941388165982,246.27050964668706,247.70533426088335,72969400
2018-06-08,247.91920471191406,247.9726737326577,246.5556902892368,246.72501792054402,72139700
2018-06-11,248.24891662597656,248.97077553663473,248.02611999436962,248.14197859430195,58892500
2018-06-12,248.56976318359375,248.93512573393713,247.91918721465197,248.6677806490871,72329000
2018-06-13,247.77659606933594,249.06882744902381,247.57161337142148,248.81037573371518,79070600
2018-06-14,248.40045166015625,248.93514186450332,247.80334466949296,248.64998282113714,77097600
2018-06-15,248.08352661132812,248.42370252081693,246.49009260291552,247.60907792677204,120041600
2018-06-18,247.57322692871094,247.6985663799583,246.13198715320857,246.615369073516,52917600
2018-06-19,246.6244354248047,246.84823255313935,244.86091296076808,245.2816526547967,97531500
2018-06-20,247.04515075683594,247.71654207563165,246.70497478427552,247.31369635676114,53785500
2018-06-21,245.49647521972656,247.0541217214224,244.99517186623342,247.03620046802232,71061400
2018-06-22,245.94400024414062,246.88396425667912,245.72020319148518,246.76758541826212,54898500
2018-06-25,242.59613037109375,244.9415203232002,240.89527735627527,244.78039291862578,137854200
2018-06-26,243.1331787109375,243.99255193907922,242.40807828110195,243.16899389681328,68547400
2018-06-27,241.11900329589844,245.16524506752893,240.96680924609961,243.72400484293968,105110700
2018-06-28,242.49755859375,243.26740737703184,240.3490849346863,241.06525192736666,76650500
2018-06-29,242.8467254638672,244.97727837959928,242.7303465924893,243.59868049548135,97592500
2018-07-02,243.36587524414062,243.52702989865696,241.02048629693988,241.26220461922512,63554800
2018-07-03,242.5064697265625,244.36847641830747,242.07679688921743,244.26999151376597,42187100
2018-07-05,244.48489379882812,244.5475635441497,242.56024417910268,243.64344182600783,56925900
2018-07-06,246.5527801513672,246.9287439487194,244.12680012430206,244.51175186594497,66493700
2018-07-09,248.77279663085938,248.82650573762513,247.51953860803164,247.56428709067777,50550400
2018-07-10,249.66812133789062,249.76660630012367,248.93406005212023,249.2294876198285,51966800
2018-07-11,247.84188842773438,248.89823167740747,247.53752759951888,248.10150075611887,77054700
2018-07-12,250.0887451171875,250.14245422840582,248.5042716982911,249.11299317141734,60124700
2018-07-13,250.28570556640625,250.59006632477943,249.4531869638873,249.90974176093715,48216000
2018-07-16,250.0618896484375,250.47366860593357,249.6142955106006,250.33046252252652,48201000
2018-07-17,251.0735321044922,251.4674172494904,249.2294458888125,249.2831550159499,52315500
2018-07-18,251.6016082763672,251.70902649572227,250.70642002310493,251.15401414973607,44593500
2018-07-19,250.65274047851562,251.3151711219922,250.16933111542104,250.93024668424124,61412100
2018-07-20,250.36627197265625,251.08243904633633,250.2051446256959,250.4468356461364,82337700
2018-07-23,250.8317108154297,251.0375865895823,249.81118329164448,250.16031975577272,47047600
2018-07-24,252.09402465820312,252.94446467525702,251.21675739743748,252.2551793533718,68026900
2018-07-25,254.24249267578125,254.56474742019518,251.7986182547032,251.84336675176579,78882900
2018-07-26,253.64268493652344,254.33197018860082,253.41888783038348,253.51737276295606,57919500
2018-07-27,251.9239044189453,254.07235088378508,250.9929009338891,253.9738659645202,76768700
2018-07-30,250.60801696777344,252.1656361253591,250.07983174270046,252.0045087612606,63742500
2018-07-31,251.84339904785156,252.4610813728405,250.99298626171353,251.3779108065651,68570500
2018-08-01,251.42254638671875,252.55945289231457,250.76907648058042,252.0491890584161,53853300
2018-08-02,252.79229736328125,252.96235804732783,249.90082863072334,250.10673182360028,63426400
2018-08-03,253.87539672851562,253.92910583875158,252.73849015090659,252.91753873101158,53935400
2018-08-06,254.80641174316406,255.11970579410973,253.5173384010013,253.91122343993874,39400900
2018-08-07,255.64791870117188,256.0328705169313,255.34355789076974,255.47785802037544,43196600
2018-08-08,255.54051208496094,255.9433578541459,255.07502388062468,255.47786964980963,42114600
2018-08-09,255.19134521484375,255.99700925254726,255.05707242838983,255.60312419962912,35717000
2018-08-10,253.4815673828125,254.2872315322877,252.76540022406945,253.74117968529336,77076000
2018-08-13,252.53265380859375,254.37673973222186,252.23722633713933,253.75905754897943,65732900
2018-08-14,254.14395141601562,254.38566973974477,252.87279933609727,253.266684371306,43842000
2018-08-15,252.2462158203125,252.92656782611806,250.79601481339859,252.7833343870545,102925400
2018-08-16,254.28726196289062,255.164556592718,253.6606190388729,253.69643423084202,69967900
2018-08-17,255.18235778808594,255.6299519085757,253.6694874753125,254.08126641684947,65618500
2018-08-20,255.72845458984375,255.99700015320624,255.18237551903476,255.63893029572995,39807500
2018-08-21,256.32818603515625,257.1965196823402,255.76421309784413,256.2476223753939,67272000
2018-08-22,256.1760559082031,256.70421374357767,255.6478707538488,255.91644364370384,44993300
2018-08-23,255.83596801757812,256.8654294855256,255.51368590263567,255.9970954155548,49204900
2018-08-24,257.37567138671875,257.51890483446306,256.3641039438279,256.4178130718587,57487400
2018-08-27,259.4076232910156,259.5150414989225,258.4229108535781,258.58403816543847,57072400
2018-08-28,259.53302001953125,259.980614197234,259.06750459057275,259.87316864664166,46943500
2018-08-29,260.9294738769531,261.1622042387445,259.506127876285,259.7478188624064,61485500
2018-08-30,259.873291015625,260.82218893365297,259.2735298337172,260.44622494597803,61229500
2018-08-31,259.8822326660156,260.32982702179316,258.9691500150665,259.46149287882514,66140800
2018-09-04,259.4345703125,259.7926402394737,258.4230029625358,259.4614248740484,57594400
2018-09-05,258.7362976074219,259.2823767276856,257.7157970552456,259.07647356447444,72452400
2018-09-06,257.95745849609375,259.1480468902342,256.9190368111927,258.8436861527771,65909900
2018-09-07,257.4561767578125,258.4408894136233,256.6594460075263,256.9011643478957,73524800
2018-09-10,257.9037780761719,258.7452573399814,257.7068355395573,258.47668443424436,50210900
2018-09-11,258.75421142578125,259.201805652305,256.90119209040046,257.2503013812175,50530500
2018-09-12,258.81683349609375,259.4255549754743,258.0201301255177,258.76312438432365,59810800
2018-09-13,260.3475646972656,260.5355738835205,259.60457053298575,259.8910373053003,51034200
2018-09-14,260.3923645019531,260.74147371622735,259.6045944649541,260.55349183161815,55079900
2018-09-17,259.0137939453125,260.37447040266125,258.7362877422939,260.33868253832236,68244000
2018-09-18,260.419189453125,261.01895021835804,259.20171935644055,259.22857390833195,61930400
2018-09-19,260.69683837890625,261.11757813495984,260.34770169412184,260.47304121757963,49080600
2018-09-20,262.809326171875,263.1316081131092,260.71458917026297,261.9678744407607,100360600
2018-09-21,262.5693054199219,263.6753814538291,262.40744866646736,263.55847576211727,105479700
2018-09-24,261.6971130371094,262.12875860817104,261.1126118597909,261.9848767511505,53409600
2018-09-25,261.4542236328125,262.2635347436623,261.21143853235174,262.1556302545687,44370000
2018-09-26,260.6719055175781,262.79410045418325,260.2492612795052,261.59812236578273,79739700
2018-09-27,261.4002380371094,262.49731260733523,260.8696894049915,261.14845178046625,59249500
2018-09-28,261.42724609375,261.93081866855624,260.7348406640532,260.7707905317914,70091400
2018-10-01,262.3355712890625,263.41464395962794,261.66114057896317,262.6772597970152,62078900
2018-10-02,262.1826171875,262.9019987728852,261.80495146009974,262.1826171875,47258200
2018-10-03,262.32647705078125,263.666336804614,261.966786288175,263.24369261182403,64694600
2018-10-04,260.2762451171875,261.89486749163115,258.67559767840663,261.840915241993,111545900
2018-10-05,258.8194274902344,261.02255042154445,257.38063708944645,260.5010029656141,105951700
2018-10-08,258.8194274902344,259.17911822977027,256.7331827812241,258.1269946879173,87742200
2018-10-09,258.4418029785156,259.7546868755122,257.8752768781081,258.4328292314301,74339000
2018-10-10,250.25869750976562,258.0011748775781,249.88103175093616,257.92922024746247,214731000
2018-10-11,244.74632263183594,250.79819421888712,243.11867192217733,249.16156976435727,274840500
2018-10-12,248.14544677734375,249.17056675907054,244.92615016226222,248.88280318984587,183186500
2018-10-15,246.75169372558594,249.12570283802074,246.66176414842025,247.78581525635627,102263700
2018-10-16,252.1471405029297,252.5248337521498,248.25343951727305,248.73003609208996,118255800
2018-10-17,252.1920623779297,252.82151439506725,249.59324361248838,252.18306118938625,110626000
2018-10-18,248.55010986328125,251.85033511945372,247.26420232161092,251.2478318099362,134557500
2018-10-19,248.4152374267578,251.15791051902585,247.71383079525876,249.2065736146332,139901600
2018-10-22,247.30018615722656,249.4133797837515,246.76063626512865,249.08966631408126,82415800
2018-10-23,246.04116821289062,247.17421997010516,241.54496592888498,243.64921274732362,146352700
2018-10-24,238.58653259277344,246.17612577075406,238.0290077881949,245.78943144011237,177806700
2018-10-25,242.86695861816406,244.42265518034935,239.4049032723466,240.43902476951232,138061500
2018-10-26,238.59547424316406,243.6941800480842,235.86180283084772,239.1260502975914,201574600
2018-10-29,237.27365112304688,243.01981268803138,233.66771437654089,241.7159026234686,160749100
2018-10-30,240.7896728515625,241.10441258573513,236.6082090765497,237.10280792814913,157116000
2018-10-31,243.36151123046875,245.6995425024779,242.90288969898504,243.3794861648346,128296300
2018-11-01,245.9512939453125,246.14912796589496,243.1366666062891,244.23374118540204,99495000
2018-11-02,244.49452209472656,247.49798218680317,242.42625239981552,247.0663368508968,122634100
2018-11-05,245.84347534179688,246.40100029200516,244.00901627768116,244.98918553573344,65622500
2018-11-06,247.3991241455078,247.56098090303618,245.7175482427767,245.78050168492152,60085900
2018-11-07,252.69561767578125,252.7765460391901,249.16158115105253,249.59322653187905,102752100
2018-11-08,252.23695373535156,252.88440797633513,251.08592702278537,251.88623677694144,65584900
2018-11-09,249.77308654785156,251.1039451189689,248.35227098242285,250.91511227032453,98812600
2018-11-12,245.1060333251953,249.50330588318596,244.58445837442196,249.26052078429657,99673600
2018-11-13,244.64736938476562,247.58787595423883,243.9189867717526,245.57358600641442,98176600
2018-11-14,242.97486877441406,246.9404964490352,241.40119741562293,246.53585456522217,125335900
2018-11-15,245.51072692871094,245.97834973389655,240.10630808251224,241.6979545072751,135101400
2018-11-16,246.149169921875,247.06638556856308,243.88306576482995,244.4046407455604,126668000
2018-11-19,241.9856414794922,245.83438999918266,241.0594247954414,245.53762524491387,103061700
2018-11-20,237.5074462890625,240.09726386312892,236.6351817233894,238.62249596131133,136021300
