Date,Close,High,Low,Open,Volume,ema_200,momentum,RSI,regime
2018-02-08,11.85099983215332,12.70699977874756,11.850000381469728,12.449999809265137,21023000,,,53.11784402396964,0
2018-02-09,11.954999923706056,12.392999649047852,11.416000366210938,12.074000358581545,28825000,,,54.56551122075845,0
2018-02-12,12.793999671936035,12.895000457763672,12.217399597167969,12.329999923706056,27029000,,,64.17604450612419,0
2018-02-13,12.605999946594238,13.041999816894531,12.512999534606934,12.774999618530272,19878000,,,61.0593510218456,0
2018-02-14,13.755999565124512,13.815999984741213,12.501999855041504,12.510000228881836,42368000,,,70.49780135796556,0
2018-02-15,13.795000076293944,14.074999809265137,13.029999732971191,13.5,57765000,,,70.75667128554481,0
2018-02-16,13.753000259399414,13.866000175476074,13.41100025177002,13.548999786376951,22309000,,,70.04388517575649,0
2018-02-20,14.277999877929688,14.612000465393066,13.661999702453612,13.68299961090088,27146000,,,73.62109831912656,0
2018-02-21,13.289999961853027,13.734000205993652,13.277000427246094,13.675000190734863,53612000,,,59.27554004982657,0
2018-02-22,13.41800022125244,13.65250015258789,13.31999969482422,13.395999908447266,24104000,,,60.353393720434056,0
2018-02-23,13.699999809265137,13.699999809265137,13.3100004196167,13.548999786376951,16227000,,,62.695913101696576,0
2018-02-26,13.626999855041504,13.83199977874756,13.513999938964844,13.751999855041504,14626000,,,61.679945282390456,0
2018-02-27,13.765999794006348,13.944000244140623,13.559000015258787,13.656999588012695,14833000,,,62.912331843203326,0
2018-02-28,13.821000099182127,14.050000190734863,13.79300022125244,13.928999900817873,13950000,,,63.41372021481706,0
2018-03-01,13.6850004196167,13.914999961853027,13.33199977874756,13.699999809265137,18025000,,,61.210156129204144,0
2018-03-02,13.675000190734863,13.75,13.446999549865724,13.5,11782000,,,61.042187074842616,0
2018-03-05,13.928999900817873,13.984999656677246,13.399999618530272,13.517000198364258,20270000,,,63.76222685777332,0
2018-03-06,14.151000022888184,14.336999893188477,13.972000122070312,14.015000343322754,13524000,,,65.99685107727733,0
2018-03-07,14.368000030517578,14.444000244140623,13.899999618530272,13.994999885559082,14863000,,,68.06956360767128,0
2018-03-08,14.741000175476074,14.802000045776367,14.461999893188477,14.461999893188477,19252000,,,71.30719148085358,0
2018-03-09,14.916000366210938,15.04699993133545,14.76200008392334,14.94200038909912,14187000,,,72.7055257905363,0
2018-03-12,14.8149995803833,15.015000343322754,14.73799991607666,14.972999572753906,7909000,,,70.5679746173393,0
2018-03-13,14.531999588012695,14.875300407409668,14.451000213623049,14.859999656677246,11156000,,,64.81769408974952,0
2018-03-14,14.625,14.812000274658203,14.387999534606934,14.560999870300291,9715000,,,65.80384148734782,0
2018-03-15,14.741000175476074,14.899999618530272,14.619999885559082,14.774999618530272,8660000,,,67.04464216294393,0
2018-03-16,14.722000122070312,14.814000129699709,14.53600025177002,14.720999717712402,6396000,,,66.61826018005826,0
2018-03-19,14.562000274658203,14.819000244140623,14.29300022125244,14.59000015258789,10176000,,,62.985594500541985,0
2018-03-20,15.310999870300291,15.482000350952148,14.5,14.543999671936035,19044000,,,70.96687575422972,0
2018-03-21,14.9399995803833,15.399999618530272,14.826000213623049,15.354000091552734,16502000,,,63.64619253893093,0
2018-03-22,14.545000076293944,15.279999732971191,14.532999992370604,14.75100040435791,18129000,,,56.914478298552964,0
2018-03-23,14.166000366210938,14.765999794006348,14.100000381469728,14.597999572753906,18567000,,,51.30712483912093,0
2018-03-26,13.67199993133545,14.781999588012695,13.050000190734863,14.526000022888184,52498000,,,45.07363956580047,0
2018-03-27,12.881999969482422,13.913000106811523,12.720999717712402,13.625,28333000,,,37.274458173669004,0
2018-03-28,12.15999984741211,12.774999618530272,12.067999839782717,12.75,36575000,,,31.850273750812313,0
2018-03-29,12.458999633789062,12.628000259399414,11.857000350952148,12.09000015258789,29666000,,,36.00360804440758,0
2018-04-02,12.208000183105469,12.75,12.029999732971191,12.470999717712402,18434000,,,34.12354057524539,0
2018-04-03,11.937000274658203,12.54800033569336,11.779999732971191,12.399999618530272,18240000,,,32.17026675868991,0
2018-04-04,12.06700038909912,12.135000228881836,11.25,11.41100025177002,14867000,,,34.11846011381455,0
2018-04-05,12.013999938964844,12.552000045776367,11.960000038146973,12.375,12399000,,,33.69356723837606,0
2018-04-06,11.741999626159668,12.07900047302246,11.595999717712402,11.876999855041504,10899000,,,31.523846873511836,0
2018-04-09,11.895000457763672,12.371000289916992,11.8100004196167,11.914999961853027,17886000,,,34.09475081134698,0
2018-04-10,12.286999702453612,12.348999977111816,11.895000457763672,12.244999885559082,16074000,,,40.28109982899146,0
2018-04-11,11.95300006866455,12.420000076293944,11.935999870300291,12.199000358581545,12032000,,,37.086776030941415,0
2018-04-12,12.074999809265137,12.124899864196776,11.913000106811523,12.055999755859377,19978000,,,38.989941964135646,0
2018-04-13,11.75100040435791,12.218999862670898,11.62399959564209,12.199999809265137,45783000,,,35.88523577911607,0
2018-04-16,11.694000244140623,11.800000190734863,11.368000030517578,11.782999992370604,21087000,,,35.351904227193444,0
2018-04-17,12.595999717712402,12.732000350952148,11.791000366210938,11.800000190734863,27068000,,,48.416768682689906,0
2018-04-18,12.755999565124512,12.831000328063965,12.326000213623049,12.631999969482422,17710000,,,50.334135208132544,0
2018-04-19,12.666999816894531,12.958000183105469,12.557499885559082,12.612000465393066,13566000,,,49.237785755507346,0
2018-04-20,12.678999900817873,12.760000228881836,12.528499603271484,12.649999618530272,16703000,,,49.39782840642341,0
2018-04-23,12.291000366210938,12.722000122070312,12.114999771118164,12.718999862670898,20395000,,,44.511334125791784,0
2018-04-24,12.314000129699709,12.6850004196167,12.151000022888184,12.390000343322754,19212000,,,44.85954054007876,0
2018-04-25,12.001999855041504,12.333000183105469,11.854499816894531,12.300000190734863,12154000,,,41.09241225421194,0
2018-04-26,12.414999961853027,12.552000045776367,12.197999954223633,12.197999954223633,13762000,,,47.390382493975316,0
2018-04-27,12.661999702453612,12.710000038146973,12.420000076293944,12.677000045776367,17039000,,,50.77964438903446,0
2018-04-30,13.36299991607666,13.442999839782717,12.701000213623049,12.800000190734863,38404000,,,58.87681148735546,0
2018-05-01,12.767999649047852,12.8100004196167,11.880999565124512,12.508000373840332,73565000,,,51.18059340852891,0
2018-05-02,12.480999946594238,12.973999977111816,12.248000144958496,12.6850004196167,29645000,,,47.9263052805022,0
2018-05-03,13.517000198364258,13.553000450134276,12.425000190734863,12.480999946594238,33165000,,,58.24685778231,0
2018-05-04,13.61299991607666,13.82610034942627,13.262999534606934,13.479999542236328,19340000,,,59.056630085348075,0
2018-05-07,13.855999946594238,13.904999732971191,13.659000396728516,13.779000282287598,13642000,,,61.112541373840614,0
2018-05-08,14.331000328063965,14.604999542236328,13.861000061035156,13.946999549865724,23102000,,,64.83014960119898,0
2018-05-09,14.609999656677246,14.647500038146973,14.300000190734863,14.399999618530272,15342000,,,66.83563553803056,0
2018-05-10,14.623000144958496,14.696999549865724,14.571000099182127,14.640000343322754,11622000,,,66.93026383395416,0
2018-05-11,14.446999549865724,14.666999816894531,14.270999908447266,14.633000373840332,11616000,,,64.2571943101765,0
2018-05-14,14.263999938964844,14.82900047302246,14.222999572753906,14.529999732971191,14795000,,,61.50657810787524,0
2018-05-15,14.25,14.529999732971191,13.762999534606934,14.529999732971191,11407000,,,61.290424977212886,0
2018-05-16,14.227999687194824,14.463000297546388,14.211000442504885,14.302000045776367,7133000,,,60.92806124848564,0
2018-05-17,14.609999656677246,14.661800384521484,14.1899995803833,14.222000122070312,14402000,,,64.81758872797155,0
2018-05-18,14.706000328063965,14.770000457763672,14.472999572753906,14.526000022888184,10334000,,,65.74060052993647,0
2018-05-21,14.451000213623049,15.097000122070312,14.342000007629396,14.873000144958496,15640000,,,61.151382203024454,0
2018-05-22,13.875,14.298999786376951,13.730999946594238,14.06999969482422,27605000,,,52.274474917191625,0
2018-05-23,14.083000183105469,14.125,13.75,13.800000190734863,9972000,,,54.824720536089245,0
2018-05-24,14.30500030517578,14.368000030517578,14.024999618530272,14.048999786376951,9094000,,,57.43880313704975,0
2018-05-25,14.36400032043457,14.465999603271484,14.267999649047852,14.30500030517578,6542000,,0.36164571156635494,58.13220050430876,0
2018-05-29,14.32900047302246,14.531999588012695,14.18000030517578,14.33199977874756,8574000,,0.32983767798749675,57.53339324667617,0
2018-05-30,14.583999633789062,14.68000030517578,14.369099617004396,14.399999618530272,7657000,,0.3264210809991732,60.70895901261033,0
2018-05-31,14.809000015258787,14.998000144958496,14.552000045776367,14.611000061035156,14316000,,0.339211479141327,63.31561646333398,0
2018-06-01,15.079999923706056,15.165499687194824,14.753999710083008,14.949999809265137,13078000,,0.34223412412332643,66.22225885917766,0
2018-06-04,15.690999984741213,15.78600025177002,15.175000190734863,15.192999839782717,16224000,,0.4170504876373735,71.6720758881346,0
2018-06-05,16.106000900268555,16.200000762939453,15.684000015258787,15.711999893188477,13944000,,0.45099102223057685,74.6623446717718,0
2018-06-06,16.535999298095703,16.57699966430664,16.025999069213867,16.204999923706055,13996000,,0.48798699027918113,77.33230772148355,0
2018-06-07,16.125999450683594,16.60099983215332,15.887999534606934,16.600000381469727,17388000,,0.4296099142225731,69.7816999119178,0
2018-06-08,16.2810001373291,16.382999420166016,15.850000381469728,15.954999923706056,10569000,,0.4546997472575689,70.93700304024044,0
2018-06-11,16.02400016784668,16.490400314331055,16.003000259399414,16.31999969482422,10794000,,0.3944826318987331,66.4038213579242,0
2018-06-12,16.52400016784668,16.589000701904297,16.01300048828125,16.033000946044922,13781000,,0.43937289431527016,70.37089641235437,0
2018-06-13,16.509000778198242,17.113000869750977,16.381000518798828,16.5,21560000,,0.4295982246528933,70.1034675347994,0
2018-06-14,16.79400062561035,16.88599967956543,16.600000381469727,16.621999740600586,11252000,,0.4061794231687683,72.26055939824548,0
2018-06-15,16.8439998626709,16.935800552368164,16.46500015258789,16.665000915527344,8417000,,0.4191590905310807,72.63361086537186,0
2018-06-18,17.284000396728516,17.29199981689453,16.67959976196289,16.700000762939453,12613000,,0.44430520478894775,75.72721773335522,0
2018-06-19,17.06100082397461,17.250999450683594,16.707000732421875,16.979999542236328,10927000,,0.365972869225059,71.32639943988313,0
2018-06-20,17.225000381469727,17.51099967956543,17.22100067138672,17.367000579833984,9653000,,0.33454721711367763,72.58806558354904,0
2018-06-21,16.45400047302246,17.38409996032715,16.434999465942383,17.347999572753906,17643000,,0.29253739706984483,59.363583785313644,0
2018-06-22,16.253000259399414,16.667999267578125,16.006999969482422,16.652000427246094,12329000,,0.3085098525363468,56.474926683718564,0
2018-06-25,15.321000099182127,16.0,15.104999542236328,16.0,21808000,,0.1977017134527721,45.43491052624561,0
2018-06-26,15.50100040435791,15.872599601745604,15.411499977111816,15.574999809265137,18155000,,0.2275103013891715,47.56678891141684,0
2018-06-27,14.470000267028809,15.619999885559082,14.428000450134276,15.552000045776367,32484000,,0.1564897834057164,38.329391222862654,0
2018-06-28,14.654999732971191,14.782999992370604,14.039999961853027,14.31700038909912,18810000,,0.23879964729366887,40.559988295703164,0
2018-06-29,14.58899974822998,14.994799613952637,14.53499984741211,14.781999588012695,12050000,,0.19444899696712192,40.0040773887324,0
2018-07-02,14.94200038909912,14.95699977874756,14.13700008392334,14.270999908447266,8808000,,0.2114480973524131,44.3938923300476,0
2018-07-03,15.050000190734863,15.19499969482422,14.7253999710083,14.91790008544922,10608000,,0.2699350606606401,45.70287370849665,0
2018-07-05,15.267999649047852,15.376999855041504,14.996000289916992,15.3149995803833,9149000,,0.27712252166328444,48.34608195855849,0
2018-07-06,15.680999755859377,15.734000205993652,15.199999809265137,15.291000366210938,10738000,,0.22565266202531253,53.012819285649904,0
2018-07-09,15.845000267028809,16.040000915527344,15.423999786376951,15.878999710083008,9970000,,0.2569411656478431,54.76067634218526,0
2018-07-10,15.89799976348877,16.036500930786133,15.781000137329102,15.862000465393066,7765000,,0.15571388965399913,55.33886228939331,0
2018-07-11,16.097999572753906,16.19700050354004,15.626999855041504,15.748000144958496,7455000,,0.1669445077001166,57.54398700730474,0
2018-07-12,16.75,16.81999969482422,16.211000442504883,16.257999420166016,9958000,,0.21791606806320707,63.81619672459256,0
2018-07-13,16.618000030517578,16.811500549316406,16.374000549316406,16.77199935913086,8771000,,0.16388851187798092,61.82481364246995,0
2018-07-16,16.53499984741211,16.940000534057617,16.479999542236328,16.613000869750977,12623000,,0.2441685398700808,60.54544623443423,0
2018-07-17,16.899999618530273,17.030000686645508,16.104999542236328,16.17099952697754,12006000,,0.2595021120779817,64.0669250136076,0
2018-07-18,17.04800033569336,17.148000717163086,16.703100204467773,16.924999237060547,8516000,,0.24437960387152802,65.41487327300527,0
2018-07-19,17.174999237060547,17.209999084472656,16.81800079345703,17.0,8291000,,0.2603654083628988,66.57362126790271,0
2018-07-20,17.174999237060547,17.52899932861328,17.1299991607666,17.200000762939453,12778000,,0.24763907410041242,66.57362126790271,0
2018-07-23,17.326000213623047,17.41320037841797,16.899999618530273,17.19499969482422,8397000,,0.2535996012798185,68.04974613422175,0
2018-07-24,16.833999633789062,17.659900665283203,16.663000106811523,17.483999252319336,15415000,,0.23010589094746714,58.91984810022345,0
2018-07-25,17.378000259399414,17.402999877929688,16.55699920654297,16.791000366210938,12559000,,0.27078610727723573,64.57863319654646,0
2018-07-26,17.02899932861328,17.224000930786133,16.864999771118164,16.933000564575195,11585000,,0.22255721515321314,58.966731140216275,0
2018-07-27,16.014999389648438,17.235000610351562,15.925999641418455,17.235000610351562,21020000,,0.13172209481629382,46.360953998811766,0
2018-07-30,14.80799961090088,16.047000885009766,14.732999801635742,15.979999542236328,27451000,,0.03062357874782462,36.38888517033822,0
2018-07-31,13.821000099182127,14.376999855041504,13.32610034942627,13.85200023651123,79206000,,-0.06241096705395266,30.59378952120882,0
2018-08-01,13.63599967956543,14.021900177001951,13.48900032043457,13.868000030517578,24052000,,-0.08581393505091894,29.640940065557338,0
2018-08-02,14.392000198364258,14.42099952697754,13.262999534606934,13.458000183105469,27249000,,-0.028552102193721396,38.1221926121024,0
2018-08-03,14.187000274658203,14.54699993133545,14.083000183105469,14.5,16174000,,-0.023740663579365773,36.825881027375154,0
2018-08-06,14.20400047302246,14.241000175476074,13.800000190734863,14.190999984741213,11964000,,-0.028786292442908756,37.017147491725424,0
2018-08-07,14.16800022125244,14.663900375366213,14.116999626159668,14.3149995803833,10130000,,-0.038871172064491866,36.763313072404095,0
2018-08-08,14.270000457763672,14.413999557495115,14.085000038146973,14.267000198364258,8175000,,-0.030702327167422716,38.0593098618827,0
2018-08-09,14.644000053405762,14.71399974822998,14.220000267028809,14.220999717712402,8752000,,0.005631079329826649,42.6966550856223,0
2018-08-10,14.92199993133545,15.118000030517578,14.414999961853027,14.508999824523926,13216000,,-0.025406566668412678,45.936721570751374,0
2018-08-13,14.286999702453612,15.10099983215332,14.241000175476074,14.9350004196167,12800000,,-0.04370815905424119,40.32765178949153,0
2018-08-14,14.437999725341797,14.574000358581545,14.154999732971191,14.420000076293944,12284000,,-0.007356503980123108,42.13698970634272,0
2018-08-15,13.892000198364258,14.456000328063965,13.711000442504885,14.258000373840332,18203000,,-0.019342098034970445,37.68719195315043,0
2018-08-16,13.916000366210938,14.211000442504885,13.885000228881836,14.07800006866455,9210000,,0.017846725870459768,37.99714446026465,0
2018-08-17,13.718999862670898,14.02400016784668,13.57900047302246,13.892000198364258,12589000,,0.06497437472219669,36.39678128181995,0
2018-08-20,13.597000122070312,13.833399772644045,13.28499984741211,13.800000190734863,15171000,,0.11817436617517929,35.402347419156186,0
2018-08-21,13.343999862670898,13.777999877929688,13.326000213623049,13.51200008392334,14254000,,0.07103300865999684,33.36638911987545,0
2018-08-22,13.762999534606934,13.850000381469728,13.234000205993652,13.234000205993652,12652000,,0.1273754364497317,39.56510836241116,0
2018-08-23,13.74899959564209,14.090999603271484,13.704999923706056,13.803999900817873,10420000,,0.1517968735269859,39.43311053081601,0
2018-08-24,14.05799961090088,14.149999618530272,13.847100257873535,13.960000038146973,12131000,,0.16499537230481542,43.883158555634346,0
2018-08-27,14.404000282287598,14.475000381469728,13.899999618530272,14.1850004196167,13864000,,0.1989346059151622,48.450437488011275,0
2018-08-28,14.5,14.604999542236328,14.274999618530272,14.5600004196167,12895000,,0.2348833641329593,49.674297818489336,0
2018-08-29,14.515000343322754,14.649999618530272,14.376999855041504,14.538999557495115,9367000,,0.22026059560586653,49.874551758655116,0
2018-08-30,14.480999946594238,14.64840030670166,14.328100204467772,14.460000038146973,8123000,,0.17856273274772705,49.394774451864805,0
2018-08-31,14.56700038909912,14.62600040435791,14.33899974822998,14.388999938964844,6691000,,0.21868989420382534,50.68695703703905,0
2018-09-04,14.633999824523926,14.692999839782717,14.361000061035156,14.609999656677246,9121000,,0.21192547044971954,51.72124092251341,0
2018-09-05,13.996999740600586,14.412500381469728,13.649999618530272,14.366999626159668,23623000,,0.1911326064978891,42.577721311502465,0
2018-09-06,13.413000106811523,14.045499801635742,13.234999656677246,13.970999717712402,18254000,,0.14699844593660072,36.250460196249875,0
2018-09-07,14.064000129699709,14.118000030517578,13.0600004196167,13.126999855041504,20395000,,0.11654497021963373,45.90145420432471,0
2018-09-10,14.213000297546388,14.255000114440918,13.904999732971191,14.133999824523926,10623000,,0.11422082017040691,47.84753241873796,0
2018-09-11,14.776000022888184,14.803000450134276,14.03909969329834,14.149999618530272,13205000,,0.1664956372053299,54.506811085405985,0
2018-09-12,15.312999725341797,15.376999855041504,14.621999740600586,14.776000022888184,17112000,,0.20774507809200427,59.78184242245932,0
2018-09-13,15.550000190734863,15.850000381469728,15.395000457763672,15.399999618530272,12598000,,0.26515334207321395,61.882535045527206,0
2018-09-14,15.47700023651123,15.88949966430664,15.356300354003906,15.699000358581545,12470000,,0.25686211413810134,60.828618161587876,0
2018-09-17,15.36299991607666,15.942999839782717,15.345000267028809,15.791999816894531,16542000,,0.2800366690242335,59.13486528798464,0
2018-09-18,16.22800064086914,16.420000076293945,15.449999809265137,15.449999809265137,17066000,,0.3071285292575221,66.70944034220399,0
2018-09-19,16.459999084472656,16.649999618530273,16.151500701904297,16.399999618530273,16378000,,0.2999525723636747,68.40116504965805,0
2018-09-20,16.716999053955078,16.895000457763672,16.450000762939453,16.538000106811523,13783000,,0.2509914808757361,70.20730371104463,0
2018-09-21,16.152000427246094,16.81599998474121,16.06100082397461,16.670000076293945,21464000,,0.2650376622191244,61.83893131894651,0
2018-09-24,16.218000411987305,16.533000946044922,15.739999771118164,15.956000328063965,8926000,,0.29941514953798265,62.40269429816693,0
2018-09-25,16.111000061035156,16.513999938964844,15.899999618530272,16.336999893188477,15798000,,0.1919064751500712,60.83361215450569,0
2018-09-26,16.200000762939453,16.479999542236328,15.98799991607666,16.25200080871582,8605000,,0.19003899675394842,61.69634332218868,0
2018-09-27,16.44499969482422,16.47100067138672,16.20199966430664,16.22599983215332,6043000,,0.18685044444348087,64.04427502682168,0
2018-09-28,16.445999145507812,16.77899932861328,16.305999755859375,16.41900062561035,7894000,,0.14758207864262696,64.05395509014859,0
2018-10-01,16.341999053955078,16.68600082397461,16.250999450683594,16.643999099731445,8684000,,0.11854890061453571,62.17807758846915,0
2018-10-02,15.65999984741211,16.399999618530273,15.597000122070312,16.246000289916992,15665000,,0.07091565972603342,51.52222986150441,0
2018-10-03,16.020000457763672,16.236000061035156,15.718999862670898,15.75100040435791,9095000,,0.10888080272090606,55.825751006319436,0
2018-10-04,14.890999794006348,16.019899368286133,14.779999732971191,15.947999954223633,19299000,,0.043956804383371795,42.948915416104654,0
2018-10-05,14.5600004196167,15.140999794006348,14.107000350952148,14.909000396728516,16913000,,0.021754415411698202,40.03340394651642,0
2018-10-08,14.048999786376951,14.553199768066406,13.809000015258787,14.321999549865724,12420000,,-0.012580819844898672,35.973429124448344,0
2018-10-09,14.022000312805176,14.317999839782717,13.875499725341797,14.039999961853027,10555000,,-0.04024636260708847,35.76703265016671,0
2018-10-10,13.010000228881836,13.995100021362305,12.800999641418455,13.96399974822998,26863000,,-0.11532708155497551,29.041214185964186,0
2018-10-11,12.83899974822998,13.39799976348877,12.66800022125244,12.668999671936035,20703000,,-0.1115494043016777,28.080341001644882,0
2018-10-12,13.520000457763672,13.696999549865724,13.024999618530272,13.515999794006348,20346000,,-0.025585552593609284,37.01761950323771,0
2018-10-15,13.56999969482422,13.699999809265137,13.208999633789062,13.49899959564209,11142000,,-0.03642693187611146,37.63043659904975,0
2018-10-16,14.583000183105469,14.607000350952148,13.840999603271484,13.868000030517578,13911000,14.14011498451233,0.01943375547004389,48.55254863135205,1
2018-10-17,13.737000465393066,14.649999618530272,13.38700008392334,14.600000381469728,31490000,14.15605498790741,-0.043650782585232806,41.9460645789046,0
2018-10-18,13.477999687194824,14.013999938964844,13.355999946594238,13.678000450134276,15930000,14.169569988250732,-0.05939010103529785,40.14509497521239,0
2018-10-19,12.70699977874756,13.738100051879885,12.619999885559082,13.567999839782717,22296000,14.178129987716675,-0.12870268116935213,35.28796508334213,0
2018-10-22,13.437000274658203,13.559000015258787,12.56429958343506,12.83899974822998,23562000,14.190024991035461,-0.09264634608595534,42.39459900002781,0
2018-10-23,13.215999603271484,13.31999969482422,12.67099952697754,12.833999633789062,23669000,14.199929990768432,-0.1236074489300446,40.929162948012376,0
2018-10-24,12.22700023651123,13.460000038146973,12.204999923706056,13.31149959564209,23152000,14.20569999217987,-0.22076347916630967,35.08450848782995,0
2018-10-25,13.699000358581545,13.833999633789062,12.850000381469728,13.13599967956543,44847000,14.21869499206543,-0.1494474361818069,47.17540874999641,0
2018-10-26,13.295000076293944,13.833999633789062,12.845000267028809,12.961000442504885,28309000,14.229604992866516,-0.19599657470806708,44.713846481695725,0
2018-10-29,12.850000381469728,13.767999649047852,12.508000373840332,13.68299961090088,21561000,14.237454996109008,-0.20315014143665955,42.10758369528606,0
2018-10-30,12.913999557495115,13.236000061035156,12.279999732971191,12.53499984741211,30291000,14.24606499195099,-0.20680551264870528,42.625541195735046,0
2018-10-31,13.8149995803833,13.864999771118164,13.053000450134276,13.25,21188000,14.257684988975525,-0.1378557516428326,49.47857875649836,0
2018-11-01,14.4350004196167,14.508999824523926,13.56700038909912,13.876999855041504,17965000,14.272459993362427,-0.12642215728700323,53.58683786526813,1
2018-11-02,14.55500030517578,14.892000198364258,14.22599983215332,14.4350004196167,19476000,14.287494993209839,-0.11835970567055232,54.36040373344323,1
2018-11-05,14.102999687194824,14.5,13.97599983215332,14.395000457763672,12225000,14.2982949924469,-0.16023584840837934,50.917936490354045,0
2018-11-06,14.093000411987305,14.380999565124512,13.899999618530272,14.178000450134276,8319000,14.309414992332458,-0.1633222199663077,50.841232600230576,0
2018-11-07,14.819000244140623,14.949999809265137,14.314000129699709,14.413000106811523,15287000,14.323674993515015,-0.14261745521913216,56.021366738766176,1
2018-11-08,14.95400047302246,15.083800315856934,14.638999938964844,14.821000099182127,12999000,14.335994997024535,-0.12349805106341316,56.93022322237361,1
2018-11-09,14.09000015258789,14.729000091552734,13.859999656677246,14.729000091552734,17267000,14.341909999847411,-0.18200291201470153,49.83233864830081,0
2018-11-12,13.553999900817873,13.930999755859377,13.09000015258789,13.928999900817873,16870000,14.34603000164032,-0.1762489661380131,46.00068603505241,0
2018-11-13,13.878000259399414,14.053999900817873,13.416999816894531,13.649999618530272,14045000,14.353315005302429,-0.14612686655354556,48.57473372226618,0
2018-11-14,14.276000022888184,14.449999809265137,13.961000442504885,14.093999862670898,13594000,14.360735006332398,-0.06820704063240157,51.62522184895387,0
2018-11-15,15.008999824523926,15.126999855041504,14.149999618530272,14.251999855041504,18683000,14.37264000415802,-0.0317399243274431,56.717486742254266,1
2018-11-16,15.10200023651123,15.151000022888184,14.512999534606934,14.666999816894531,12185000,14.38559000492096,0.043676569303353174,57.33120365448507,1
2018-11-19,13.375,15.121000289916992,13.359000205993652,15.029999732971191,22485000,14.39331500530243,-0.08734218739638833,44.665711164336905,0
2018-11-20,13.4350004196167,13.642000198364258,12.199999809265137,12.251999855041504,21957000,14.399420008659362,-0.07910064764743663,45.119336133973924,0
2018-11-21,13.26099967956543,14.01200008392334,13.246000289916992,13.897000312805176,12529000,14.404055008888244,-0.1125017176923685,43.99300082864758,0
2018-11-23,13.480999946594238,13.619999885559082,12.964599609375,13.126999855041504,6731000,14.412205009460449,-0.10425250659508556,45.83414335076306,0
2018-11-26,14.444000244140623,14.45199966430664,13.748000144958496,13.788000106811523,15814000,14.424650011062623,-0.05396904793344126,53.101724280739006,1
2018-11-27,14.446999549865724,14.6899995803833,14.178999900817873,14.199999809265137,10561000,14.43291501045227,-0.0786939752060486,53.12282050494371,1
2018-11-28,14.996000289916992,15.001999855041504,14.50100040435791,14.640999794006348,12554000,14.444865012168885,-0.0535815691261593,56.94093807781312,1
2018-11-29,14.904000282287598,15.145999908447266,14.625100135803224,15.0,11335000,14.4506050157547,-0.06252355616987637,56.11608835705114,1
2018-11-30,15.265999794006348,15.288999557495115,14.779999732971191,14.902999877929688,10713000,14.457960014343263,-0.05168342656411362,58.654066185778284,1
